municipio_distrito;latitude;longitude;fecha_informe;casos_confirmados_activos_ultimos_14dias;tasa_incidencia_acumulada_activos_ultimos_14dias;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;poblacion_distrito;tasa_incidencia_acumulada_total;codigo_geometria
Madrid-Salamanca;;;22/12/2020 10:06;;;481;329,22;8033;;5498,14;79604
Madrid-Centro;;;22/12/2020 10:06;;;474;351,51;8050;;5969,68;79601
Madrid-Arganzuela;;;22/12/2020 10:06;;;439;285,43;8609;;5597,42;79602
Madrid-Chamartín;;;22/12/2020 10:06;;;484;331,85;7694;;5275,32;79605
Madrid-Tetuán;;;22/12/2020 10:06;;;472;298,69;9348;;5915,59;79606
Madrid-Chamberí;;;22/12/2020 10:06;;;528;378,82;7998;;5738,31;79607
Madrid-Fuencarral-El Pardo;;;22/12/2020 10:06;;;774;314,71;12369;;5029,3;79608
Madrid-Moncloa-Aravaca;;;22/12/2020 10:06;;;436;365,1;7167;;6001,56;79609
Madrid-Latina;;;22/12/2020 10:06;;;695;291,75;14285;;5996,61;79610
Madrid-Carabanchel;;;22/12/2020 10:06;;;605;239,04;17472;;6903,23;79611
Madrid-Usera;;;22/12/2020 10:06;;;334;239,01;10404;;7445,2;79612
Madrid-Puente de Vallecas;;;22/12/2020 10:06;;;607;258,46;20455;;8709,56;79613
Madrid-San Blas - Canillejas;;;22/12/2020 10:06;;;357;225,75;8698;;5500,12;79620
Madrid-Barajas;;;22/12/2020 10:06;;;152;310,55;2335;;4770,66;79621
Madrid-Moratalaz;;;22/12/2020 10:06;;;234;247,44;5870;;6207,04;79614
Madrid-Ciudad Lineal;;;22/12/2020 10:06;;;600;277,41;13201;;6103,55;79615
Madrid-Hortaleza;;;22/12/2020 10:06;;;637;338,49;9309;;4946,68;79616
Madrid-Villaverde;;;22/12/2020 10:06;;;343;230,28;10880;;7304,66;79617
Madrid-Villa de Vallecas;;;22/12/2020 10:06;;;227;205,68;6712;;6081,64;79618
Madrid-Vicálvaro;;;22/12/2020 10:06;;;157;217,78;4257;;5905,04;79619
Alcorcón;;;22/12/2020 10:06;;;439;257,46;8701;;5102,81;72
Navalcarnero;;;22/12/2020 10:06;;;88;300,36;1231;;4201,65;967
San Agustín del Guadalix;;;22/12/2020 10:06;;;20;149,49;699;;5224,61;1296
Las Rozas de Madrid;;;22/12/2020 10:06;;;293;305,8;4122;;4302,09;1277
Moraleja de Enmedio;;;22/12/2020 10:06;;;31;603,58;356;;6931,46;894
Valdaracete;;;22/12/2020 10:06;;;;0;47;;7717,57;1551
Pozuelo del Rey;;;22/12/2020 10:06;;;;348,74;31;;2702,7;1163
Perales de Tajuña;;;22/12/2020 10:06;;;;68,14;160;;5451,45;1104
Valdemorillo;;;22/12/2020 10:06;;;15;119,83;449;;3586,83;1603
Navalafuente;;;22/12/2020 10:06;;;10;690,13;66;;4554,87;941
Velilla de San Antonio;;;22/12/2020 10:06;;;35;286,04;607;;4960,77;1678
Villanueva de la Cañada;;;22/12/2020 10:06;;;65;303,1;926;;4318,02;1760
Villanueva del Pardillo;;;22/12/2020 10:06;;;40;232,83;713;;4150,17;1776
Nuevo Baztán;;;22/12/2020 10:06;;;15;239,01;265;;4222,43;1006
Villamantilla;;;22/12/2020 10:06;;;;69,4;67;;4649,55;1757
Villamanta;;;22/12/2020 10:06;;;18;704,5;131;;5127,2;1744
Cabanillas de la Sierra;;;22/12/2020 10:06;;;;396,83;48;;6349,21;297
Cenicientos;;;22/12/2020 10:06;;;21;1032,96;125;;6148,55;376
Puentes Viejas;;;22/12/2020 10:06;;;;0;22;;3240,06;9020
Aranjuez;;;22/12/2020 10:06;;;158;265,07;2986;;5009,48;133
Cercedilla;;;22/12/2020 10:06;;;10;142,33;396;;5636,21;382
Santorcaz;;;22/12/2020 10:06;;;;0;39;;4401,81;1369
Coslada;;;22/12/2020 10:06;;;223;273,08;4637;;5678,35;493
Morata de Tajuña;;;22/12/2020 10:06;;;9;117,14;498;;6481,84;915
Robregordo;;;22/12/2020 10:06;;;;0;;;1724,14;1261
Navarredonda y San Mamés;;;22/12/2020 10:06;;;;775,19;8;;6201,55;973
Venturada;;;22/12/2020 10:06;;;7;323,62;109;;5039,3;1697
Navacerrada;;;22/12/2020 10:06;;;;100,94;122;;4104,98;936
Montejo de la Sierra;;;22/12/2020 10:06;;;;0;17;;4815,86;881
Fresno de Torote;;;22/12/2020 10:06;;;;45,02;64;;2881,58;571
Pinilla del Valle;;;22/12/2020 10:06;;;;1570,68;;;2094,24;1126
Valdemaqueda;;;22/12/2020 10:06;;;;128,04;29;;3713,19;1599
Navas del Rey;;;22/12/2020 10:06;;;9;308,43;155;;5311,86;992
Olmeda de las Fuentes;;;22/12/2020 10:06;;;;287,36;11;;3160,92;1013
Bustarviejo;;;22/12/2020 10:06;;;;79,9;45;;1797,84;284
Becerril de la Sierra;;;22/12/2020 10:06;;;19;332,52;220;;3850,19;186
Fuenlabrada;;;22/12/2020 10:06;;;567;292,72;11842;;6113,58;587
Garganta de los Montes;;;22/12/2020 10:06;;;;0;12;;3458,21;626
Pinto;;;22/12/2020 10:06;;;98;186,57;2347;;4468,26;1132
Alameda del Valle;;;22/12/2020 10:06;;;;0;;;1000;35
Berzosa del Lozoya;;;22/12/2020 10:06;;;;487,8;52;;25365,85;203
Los Santos de la Humosa;;;22/12/2020 10:06;;;;154,44;89;;3436,29;1375
El Álamo;;;22/12/2020 10:06;;;27;285,11;462;;4878,56;40
Pelayos de la Presa;;;22/12/2020 10:06;;;5;192,6;142;;5469,95;1090
Galapagar;;;22/12/2020 10:06;;;83;245,98;1893;;5610,22;611
Griñón;;;22/12/2020 10:06;;;37;358,56;646;;6260,3;663
Gargantilla del Lozoya y Pinilla de Buitrago;;;22/12/2020 10:06;;;;316,46;26;;8227,85;632
Aldea del Fresno;;;22/12/2020 10:06;;;5;176,18;157;;5532,06;88
Carabaña;;;22/12/2020 10:06;;;5;248,76;118;;5870,65;357
Talamanca de Jarama;;;22/12/2020 10:06;;;9;233,34;199;;5159,45;1454
Chapinería;;;22/12/2020 10:06;;;;128,87;69;;2963,92;513
Ciempozuelos;;;22/12/2020 10:06;;;82;333,44;1411;;5737,64;409
Ajalvir;;;22/12/2020 10:06;;;;63,67;132;;2801,36;29
San Lorenzo de El Escorial;;;22/12/2020 10:06;;;23;125,21;730;;3974,09;1317
Gascones;;;22/12/2020 10:06;;;;518,13;;;1554,4;647
San Martín de la Vega;;;22/12/2020 10:06;;;43;224,31;979;;5106,94;1322
Móstoles;;;22/12/2020 10:06;;;771;368,58;11491;;5493,25;920
Leganés;;;22/12/2020 10:06;;;417;219,63;10468;;5513,51;745
Braojos;;;22/12/2020 10:06;;;;0;14;;6829,27;246
Cubas de la Sagra;;;22/12/2020 10:06;;;40;623,73;426;;6642,76;506
Algete;;;22/12/2020 10:06;;;87;422,1;1145;;5555,29;91
Mejorada del Campo;;;22/12/2020 10:06;;;91;390,99;1244;;5345,02;843
Loeches;;;22/12/2020 10:06;;;25;284,38;425;;4834,49;758
Parla;;;22/12/2020 10:06;;;330;253,6;8752;;6725,89;1065
Fuentidueña de Tajo;;;22/12/2020 10:06;;;;0;122;;5942,52;604
Ambite;;;22/12/2020 10:06;;;;0;33;;5574,32;112
Torremocha de Jarama;;;22/12/2020 10:06;;;;98,14;40;;3925,42;1533
Anchuelo;;;22/12/2020 10:06;;;;0;36;;2832,42;127
Los Molinos;;;22/12/2020 10:06;;;13;296,2;269;;6128,96;875
Soto del Real;;;22/12/2020 10:06;;;30;340,95;295;;3352,65;1441
Valverde de Alcalá;;;22/12/2020 10:06;;;;0;18;;3870,97;1662
Fuente el Saz de Jarama;;;22/12/2020 10:06;;;15;224,01;389;;5809,44;590
Horcajo de la Sierra-Aoslos;;;22/12/2020 10:06;;;;0;6;;4137,93;702
Valdeolmos-Alalpardo;;;22/12/2020 10:06;;;;0;172;;4158,61;1625
Campo Real;;;22/12/2020 10:06;;;12;193,24;383;;6167,47;339
Valdeavero;;;22/12/2020 10:06;;;6;386,1;39;;2509,65;1564
Villamanrique de Tajo;;;22/12/2020 10:06;;;;0;26;;3698,44;1739
Cobeña;;;22/12/2020 10:06;;;20;269,25;367;;4940,76;416
Fresnedillas de la Oliva;;;22/12/2020 10:06;;;;0;45;;2862,6;565
Valdilecha;;;22/12/2020 10:06;;;;68,19;186;;6341,63;1659
El Berrueco;;;22/12/2020 10:06;;;;0;56;;7368,42;210
Pezuela de las Torres;;;22/12/2020 10:06;;;;118,76;25;;2969,12;1111
Villar del Olmo;;;22/12/2020 10:06;;;;149,18;69;;3431,13;1795
Guadarrama;;;22/12/2020 10:06;;;35;218,31;922;;5751;685
San Martín de Valdeiglesias;;;22/12/2020 10:06;;;33;390,12;550;;6501,95;1338
Torrelodones;;;22/12/2020 10:06;;;95;400,56;1163;;4903,66;1527
Boadilla del Monte;;;22/12/2020 10:06;;;182;333,52;2112;;3870,26;225
Torrejón de Velasco;;;22/12/2020 10:06;;;25;570,52;241;;5499,77;1505
Villanueva de Perales;;;22/12/2020 10:06;;;;191,94;33;;2111,32;1782
Tielmes;;;22/12/2020 10:06;;;;37,74;189;;7132,08;1467
San Sebastián de los Reyes;;;22/12/2020 10:06;;;358;401;5099;;5711,5;1343
Guadalix de la Sierra;;;22/12/2020 10:06;;;20;321,85;288;;4634,7;679
Humanes de Madrid;;;22/12/2020 10:06;;;57;288,71;1270;;6432,66;730
Chinchón;;;22/12/2020 10:06;;;8;150,07;251;;4708,31;528
Cadalso de los Vidrios;;;22/12/2020 10:06;;;20;658,11;115;;3784,14;318
Hoyo de Manzanares;;;22/12/2020 10:06;;;19;225,28;330;;3912,73;724
Torrejón de la Calzada;;;22/12/2020 10:06;;;29;326,87;517;;5827,32;1492
Estremera;;;22/12/2020 10:06;;;;0;48;;3809,52;552
Corpa;;;22/12/2020 10:06;;;;0;18;;2524,54;480
Meco;;;22/12/2020 10:06;;;27;188,75;485;;3390,42;838
Madarcos;;;22/12/2020 10:06;;;;0;;;8333,33;783
Zarzalejo;;;22/12/2020 10:06;;;;180,94;81;;4885,4;1837
Arganda del Rey;;;22/12/2020 10:06;;;108;194,98;2903;;5241,11;148
Collado Mediano;;;22/12/2020 10:06;;;19;273,07;273;;3923,54;468
Daganzo de Arriba;;;22/12/2020 10:06;;;25;244,98;369;;3615,87;534
Manzanares El Real;;;22/12/2020 10:06;;;13;147,06;374;;4230,77;822
Buitrago del Lozoya;;;22/12/2020 10:06;;;;0;97;;5148,62;278
Valdelaguna;;;22/12/2020 10:06;;;;0;42;;4482,39;1570
Valdepiélagos;;;22/12/2020 10:06;;;;0;26;;4452,05;1631
Casarrubuelos;;;22/12/2020 10:06;;;;52,94;188;;4976,18;360
Miraflores de la Sierra;;;22/12/2020 10:06;;;33;540,28;248;;4060,25;856
Paracuellos de Jarama;;;22/12/2020 10:06;;;77;304,72;988;;3909,93;1049
El Vellón;;;22/12/2020 10:06;;;;51,07;99;;5056,18;1684
Lozoya;;;22/12/2020 10:06;;;;344,23;18;;3098,11;761
Collado Villalba;;;22/12/2020 10:06;;;205;321,93;3878;;6089,92;474
Colmenarejo;;;22/12/2020 10:06;;;29;317,63;379;;4151,15;442
Villavieja del Lozoya;;;22/12/2020 10:06;;;;0;12;;4743,08;1821
Prádena del Rincón;;;22/12/2020 10:06;;;;0;;;1709,4;1179
La Cabrera;;;22/12/2020 10:06;;;6;224,97;137;;5136,86;301
Sevilla la Nueva;;;22/12/2020 10:06;;;26;279,03;472;;5065,46;1415
Redueña;;;22/12/2020 10:06;;;;0;6;;2307,69;1219
Robledillo de la Jara;;;22/12/2020 10:06;;;;0;9;;11250;1245
La Serna del Monte;;;22/12/2020 10:06;;;;1234,57;6;;7407,41;1381
Colmenar de Oreja;;;22/12/2020 10:06;;;7;87,15;433;;5390,94;437
Rozas de Puerto Real;;;22/12/2020 10:06;;;;0;21;;3962,26;1283
Valdemanco;;;22/12/2020 10:06;;;;218,82;23;;2516,41;1586
Brunete;;;22/12/2020 10:06;;;28;260,8;448;;4172,88;262
Titulcia;;;22/12/2020 10:06;;;9;685,45;49;;3731,91;1473
Villa del Prado;;;22/12/2020 10:06;;;10;153,37;544;;8343,56;1718
Lozoyuela-Navas-Sieteiglesias;;;22/12/2020 10:06;;;;76,98;51;;3926,1;9015
Quijorna;;;22/12/2020 10:06;;;11;319,86;171;;4972,38;1198
Valdemoro;;;22/12/2020 10:06;;;201;264,53;3327;;4378,61;1610
Tres Cantos;;;22/12/2020 10:06;;;78;163,45;1737;;3639,83;9036
Torrelaguna;;;22/12/2020 10:06;;;23;483,19;299;;6281,51;1512
Rivas-Vaciamadrid;;;22/12/2020 10:06;;;219;248,44;3953;;4484,4;1230
El Atazar;;;22/12/2020 10:06;;;;0;;;1123,6;164
Pedrezuela;;;22/12/2020 10:06;;;67;1137,14;305;;5176,51;1087
Santa María de la Alameda;;;22/12/2020 10:06;;;;239,23;39;;3110,05;1356
Horcajuelo de la Sierra;;;22/12/2020 10:06;;;;0;;;1162,79;719
Arroyomolinos;;;22/12/2020 10:06;;;124;394,95;1182;;3764,81;151
Moralzarzal;;;22/12/2020 10:06;;;29;222,63;647;;4966,99;908
Canencia;;;22/12/2020 10:06;;;;223,71;27;;6040,27;344
Villarejo de Salvanés;;;22/12/2020 10:06;;;16;218,13;419;;5712,34;1809
Serranillos del Valle;;;22/12/2020 10:06;;;22;528,21;214;;5138,06;1408
Villaviciosa de Odón;;;22/12/2020 10:06;;;107;384,41;1139;;4091,97;1816
Camarma de Esteruelas;;;22/12/2020 10:06;;;7;95,42;211;;2876,23;323
Robledo de Chavela;;;22/12/2020 10:06;;;;93,68;146;;3419,2;1258
Patones;;;22/12/2020 10:06;;;;0;28;;5175,6;1071
Navalagamella;;;22/12/2020 10:06;;;6;229,89;123;;4712,64;954
Rascafría;;;22/12/2020 10:06;;;;60,1;56;;3365,38;1202
El Boalo;;;22/12/2020 10:06;;;12;159,83;383;;5101,23;231
Majadahonda;;;22/12/2020 10:06;;;219;304,9;4145;;5770,89;800
Batres;;;22/12/2020 10:06;;;11;653,21;56;;3325,42;170
Alcobendas;;;22/12/2020 10:06;;;395;337,49;7652;;6537,94;66
Alcalá de Henares;;;22/12/2020 10:06;;;287;146,69;8450;;4318,96;53
Colmenar Viejo;;;22/12/2020 10:06;;;74;145,81;2746;;5410,62;455
San Fernando de Henares;;;22/12/2020 10:06;;;113;286,57;2032;;5153,18;1300
Villalbilla;;;22/12/2020 10:06;;;42;302,64;478;;3444,3;1723
El Escorial;;;22/12/2020 10:06;;;18;111,37;630;;3898,03;549
Colmenar del Arroyo;;;22/12/2020 10:06;;;;0;107;;6202,9;421
Torrejón de Ardoz;;;22/12/2020 10:06;;;217;165,17;7221;;5496,44;1489
Piñuécar-Gandullas;;;22/12/2020 10:06;;;;0;5;;2702,7;1147
Brea de Tajo;;;22/12/2020 10:06;;;5;954,2;52;;9923,66;259
El Molar;;;22/12/2020 10:06;;;14;156,63;407;;4553,59;869
Belmonte de Tajo;;;22/12/2020 10:06;;;;0;43;;2584,13;199
Torres de la Alameda;;;22/12/2020 10:06;;;13;167,12;345;;4435,02;1548
Somosierra;;;22/12/2020 10:06;;;;0;;;4651,16;1436
Alpedrete;;;22/12/2020 10:06;;;29;198,97;752;;5159,52;105
Orusco de Tajuña;;;22/12/2020 10:06;;;;0;72;;5787,78;1028
La Hiruela;;;22/12/2020 10:06;;;;0;;;3508,77;698
Cervera de Buitrago;;;22/12/2020 10:06;;;;0;10;;6666,67;395
Getafe;;;22/12/2020 10:06;;;510;278,12;9543;;5204,12;650
Ribatejada;;;22/12/2020 10:06;;;;127,71;22;;2809,71;1224
Villaconejos;;;22/12/2020 10:06;;;10;295,16;205;;6050,77;1701
Valdetorres de Jarama;;;22/12/2020 10:06;;;10;222,37;149;;3313,32;1646
Puebla de la Sierra;;;22/12/2020 10:06;;;;0;;;0;
La Acebeda;;;22/12/2020 10:06;;;;0;;;0;
Pozuelo de Alarcón;;;22/12/2020 10:06;;;262;303,16;4150;;4802,02;1150
Madrid-Retiro;;;15/12/2020 10:47;;;227;190,25;6152;;5156,01;79603
Madrid-Salamanca;;;15/12/2020 10:47;;;333;227,92;7717;;5281,85;79604
Madrid-Centro;;;15/12/2020 10:47;;;314;232,85;7633;;5660,45;79601
Madrid-Arganzuela;;;15/12/2020 10:47;;;312;202,86;8206;;5335,4;79602
Madrid-Chamartín;;;15/12/2020 10:47;;;372;255,06;7390;;5066,88;79605
Madrid-Tetuán;;;15/12/2020 10:47;;;302;191,11;9003;;5697,27;79606
Madrid-Chamberí;;;15/12/2020 10:47;;;398;285,55;7608;;5458,5;79607
Madrid-Fuencarral-El Pardo;;;15/12/2020 10:47;;;516;209,81;11777;;4788,59;79608
Madrid-Moncloa-Aravaca;;;15/12/2020 10:47;;;329;275,5;6817;;5708,47;79609
Madrid-Latina;;;15/12/2020 10:47;;;498;209,05;13874;;5824,08;79610
Madrid-Carabanchel;;;15/12/2020 10:47;;;472;186,49;17079;;6747,95;79611
Madrid-Usera;;;15/12/2020 10:47;;;282;201,8;10169;;7277,03;79612
Madrid-Puente de Vallecas;;;15/12/2020 10:47;;;487;207,36;20074;;8547,33;79613
Madrid-San Blas - Canillejas;;;15/12/2020 10:47;;;255;161,25;8465;;5352,78;79620
Madrid-Barajas;;;15/12/2020 10:47;;;95;194,1;2239;;4574,52;79621
Madrid-Moratalaz;;;15/12/2020 10:47;;;180;190,34;5701;;6028,34;79614
Madrid-Ciudad Lineal;;;15/12/2020 10:47;;;444;205,29;12841;;5937,1;79615
Madrid-Hortaleza;;;15/12/2020 10:47;;;453;240,72;8856;;4705,96;79616
Madrid-Villaverde;;;15/12/2020 10:47;;;252;169,19;10634;;7139,5;79617
Madrid-Villa de Vallecas;;;15/12/2020 10:47;;;189;171,25;6562;;5945,73;79618
Madrid-Vicálvaro;;;15/12/2020 10:47;;;119;165,07;4148;;5753,84;79619
Alcorcón;;;15/12/2020 10:47;;;309;181,22;8393;;4922,18;72
Navalcarnero;;;15/12/2020 10:47;;;39;133,11;1157;;3949,08;967
San Agustín del Guadalix;;;15/12/2020 10:47;;;21;156,96;669;;5000,37;1296
Las Rozas de Madrid;;;15/12/2020 10:47;;;249;259,88;3940;;4112,13;1277
Moraleja de Enmedio;;;15/12/2020 10:47;;;19;369,94;333;;6483,64;894
Valdaracete;;;15/12/2020 10:47;;;;164,2;47;;7717,57;1551
Pozuelo del Rey;;;15/12/2020 10:47;;;6;523,1;29;;2528,33;1163
Perales de Tajuña;;;15/12/2020 10:47;;;;68,14;158;;5383,3;1104
Valdemorillo;;;15/12/2020 10:47;;;12;95,86;436;;3482,98;1603
Navalafuente;;;15/12/2020 10:47;;;;138,03;56;;3864,73;941
Velilla de San Antonio;;;15/12/2020 10:47;;;36;294,21;578;;4723,77;1678
Villanueva de la Cañada;;;15/12/2020 10:47;;;33;153,88;876;;4084,87;1760
Villanueva del Pardillo;;;15/12/2020 10:47;;;25;145,52;680;;3958,09;1776
Nuevo Baztán;;;15/12/2020 10:47;;;11;175,27;257;;4094,96;1006
Villamantilla;;;15/12/2020 10:47;;;;277,59;66;;4580,15;1757
Villamanta;;;15/12/2020 10:47;;;6;234,83;115;;4500,98;1744
Cabanillas de la Sierra;;;15/12/2020 10:47;;;;0;45;;5952,38;297
Cenicientos;;;15/12/2020 10:47;;;;98,38;103;;5066,4;376
Puentes Viejas;;;15/12/2020 10:47;;;;0;22;;3240,06;9020
Aranjuez;;;15/12/2020 10:47;;;105;176,15;2862;;4801,45;133
Cercedilla;;;15/12/2020 10:47;;;16;227,73;388;;5522,35;382
Santorcaz;;;15/12/2020 10:47;;;;112,87;39;;4401,81;1369
Coslada;;;15/12/2020 10:47;;;157;192,26;4481;;5487,32;493
Morata de Tajuña;;;15/12/2020 10:47;;;9;117,14;493;;6416,76;915
Robregordo;;;15/12/2020 10:47;;;;0;;;1724,14;1261
Navarredonda y San Mamés;;;15/12/2020 10:47;;;;0;7;;5426,36;973
Venturada;;;15/12/2020 10:47;;;;46,23;102;;4715,67;1697
Navacerrada;;;15/12/2020 10:47;;;;0;117;;3936,74;936
Montejo de la Sierra;;;15/12/2020 10:47;;;;0;17;;4815,86;881
Fresno de Torote;;;15/12/2020 10:47;;;;90,05;64;;2881,58;571
Pinilla del Valle;;;15/12/2020 10:47;;;;523,56;;;1047,12;1126
Valdemaqueda;;;15/12/2020 10:47;;;;384,12;28;;3585,15;1599
Navas del Rey;;;15/12/2020 10:47;;;8;274,16;151;;5174,78;992
Olmeda de las Fuentes;;;15/12/2020 10:47;;;;287,36;11;;3160,92;1013
Bustarviejo;;;15/12/2020 10:47;;;;0;41;;1638,03;284
Becerril de la Sierra;;;15/12/2020 10:47;;;16;280,01;213;;3727,69;186
Fuenlabrada;;;15/12/2020 10:47;;;475;245,22;11556;;5965,93;587
Garganta de los Montes;;;15/12/2020 10:47;;;;0;12;;3458,21;626
Pinto;;;15/12/2020 10:47;;;80;152,31;2281;;4342,61;1132
Alameda del Valle;;;15/12/2020 10:47;;;;0;;;1000;35
Berzosa del Lozoya;;;15/12/2020 10:47;;;;487,8;52;;25365,85;203
Los Santos de la Humosa;;;15/12/2020 10:47;;;;154,44;86;;3320,46;1375
El Álamo;;;15/12/2020 10:47;;;23;242,87;442;;4667,37;40
Pelayos de la Presa;;;15/12/2020 10:47;;;;115,56;135;;5200,31;1090
Galapagar;;;15/12/2020 10:47;;;69;204,49;1827;;5414,62;611
Griñón;;;15/12/2020 10:47;;;21;203,51;621;;6018,03;663
Gargantilla del Lozoya y Pinilla de Buitrago;;;15/12/2020 10:47;;;;1265,82;26;;8227,85;632
Aldea del Fresno;;;15/12/2020 10:47;;;;105,71;152;;5355,88;88
Carabaña;;;15/12/2020 10:47;;;7;348,26;118;;5870,65;357
Talamanca de Jarama;;;15/12/2020 10:47;;;;103,71;192;;4977,96;1454
Chapinería;;;15/12/2020 10:47;;;;42,96;67;;2878,01;513
Ciempozuelos;;;15/12/2020 10:47;;;65;264,31;1336;;5432,66;409
Ajalvir;;;15/12/2020 10:47;;;;0;129;;2737,69;29
San Lorenzo de El Escorial;;;15/12/2020 10:47;;;10;54,44;707;;3848,88;1317
Gascones;;;15/12/2020 10:47;;;;518,13;;;1554,4;647
San Martín de la Vega;;;15/12/2020 10:47;;;32;166,93;914;;4767,87;1322
Móstoles;;;15/12/2020 10:47;;;592;283;10977;;5247,53;920
Leganés;;;15/12/2020 10:47;;;321;169,07;10179;;5361,29;745
Braojos;;;15/12/2020 10:47;;;;0;14;;6829,27;246
Cubas de la Sagra;;;15/12/2020 10:47;;;48;748,48;417;;6502,42;506
Algete;;;15/12/2020 10:47;;;72;349,33;1094;;5307,85;91
Mejorada del Campo;;;15/12/2020 10:47;;;74;317,95;1187;;5100,11;843
Loeches;;;15/12/2020 10:47;;;22;250,26;408;;4641,11;758
Parla;;;15/12/2020 10:47;;;251;192,89;8509;;6539,15;1065
Fuentidueña de Tajo;;;15/12/2020 10:47;;;;0;122;;5942,52;604
Ambite;;;15/12/2020 10:47;;;;0;33;;5574,32;112
Torremocha de Jarama;;;15/12/2020 10:47;;;;196,27;40;;3925,42;1533
Anchuelo;;;15/12/2020 10:47;;;;0;36;;2832,42;127
Los Molinos;;;15/12/2020 10:47;;;11;250,63;262;;5969,47;875
Soto del Real;;;15/12/2020 10:47;;;27;306,85;280;;3182,18;1441
Valverde de Alcalá;;;15/12/2020 10:47;;;;0;18;;3870,97;1662
Fuente el Saz de Jarama;;;15/12/2020 10:47;;;17;253,88;385;;5749,7;590
Horcajo de la Sierra-Aoslos;;;15/12/2020 10:47;;;;0;6;;4137,93;702
Valdeolmos-Alalpardo;;;15/12/2020 10:47;;;7;169,25;169;;4086,07;1625
Campo Real;;;15/12/2020 10:47;;;31;499,19;376;;6054,75;339
Valdeavero;;;15/12/2020 10:47;;;;257,4;37;;2380,95;1564
Villamanrique de Tajo;;;15/12/2020 10:47;;;;0;25;;3556,19;1739
Cobeña;;;15/12/2020 10:47;;;10;134,63;353;;4752,29;416
Fresnedillas de la Oliva;;;15/12/2020 10:47;;;;0;45;;2862,6;565
Valdilecha;;;15/12/2020 10:47;;;;34,09;184;;6273,44;1659
El Berrueco;;;15/12/2020 10:47;;;;131,58;56;;7368,42;210
Pezuela de las Torres;;;15/12/2020 10:47;;;;118,76;25;;2969,12;1111
Villar del Olmo;;;15/12/2020 10:47;;;;198,91;67;;3331,68;1795
Guadarrama;;;15/12/2020 10:47;;;18;112,28;896;;5588,82;685
San Martín de Valdeiglesias;;;15/12/2020 10:47;;;26;307,36;524;;6194,59;1338
Torrelodones;;;15/12/2020 10:47;;;94;396,34;1097;;4625,37;1527
Boadilla del Monte;;;15/12/2020 10:47;;;133;243,72;1979;;3626,53;225
Torrejón de Velasco;;;15/12/2020 10:47;;;12;273,85;226;;5157,46;1505
Villanueva de Perales;;;15/12/2020 10:47;;;;63,98;31;;1983,37;1782
Tielmes;;;15/12/2020 10:47;;;;150,94;189;;7132,08;1467
San Sebastián de los Reyes;;;15/12/2020 10:47;;;212;237,47;4848;;5430,35;1343
Guadalix de la Sierra;;;15/12/2020 10:47;;;16;257,48;275;;4425,49;679
Humanes de Madrid;;;15/12/2020 10:47;;;42;212,73;1235;;6255,38;730
Chinchón;;;15/12/2020 10:47;;;5;93,79;242;;4539,49;528
Cadalso de los Vidrios;;;15/12/2020 10:47;;;25;822,64;113;;3718,33;318
Hoyo de Manzanares;;;15/12/2020 10:47;;;9;106,71;315;;3734,88;724
Torrejón de la Calzada;;;15/12/2020 10:47;;;28;315,6;508;;5725,88;1492
Estremera;;;15/12/2020 10:47;;;;0;48;;3809,52;552
Corpa;;;15/12/2020 10:47;;;;0;18;;2524,54;480
Meco;;;15/12/2020 10:47;;;16;111,85;470;;3285,56;838
Madarcos;;;15/12/2020 10:47;;;;0;;;8333,33;783
Zarzalejo;;;15/12/2020 10:47;;;;120,63;80;;4825,09;1837
Arganda del Rey;;;15/12/2020 10:47;;;121;218,45;2848;;5141,82;148
Collado Mediano;;;15/12/2020 10:47;;;14;201,21;258;;3707,96;468
Daganzo de Arriba;;;15/12/2020 10:47;;;20;195,98;350;;3429,69;534
Manzanares El Real;;;15/12/2020 10:47;;;9;101,81;363;;4106,33;822
Buitrago del Lozoya;;;15/12/2020 10:47;;;;106,16;96;;5095,54;278
Valdelaguna;;;15/12/2020 10:47;;;;320,17;42;;4482,39;1570
Valdepiélagos;;;15/12/2020 10:47;;;;0;26;;4452,05;1631
Casarrubuelos;;;15/12/2020 10:47;;;5;132,35;187;;4949,71;360
Miraflores de la Sierra;;;15/12/2020 10:47;;;34;556,65;236;;3863,79;856
Paracuellos de Jarama;;;15/12/2020 10:47;;;38;150,38;923;;3652,7;1049
El Vellón;;;15/12/2020 10:47;;;;51,07;98;;5005,11;1684
Lozoya;;;15/12/2020 10:47;;;;0;16;;2753,87;761
Collado Villalba;;;15/12/2020 10:47;;;172;270,1;3726;;5851,22;474
Colmenarejo;;;15/12/2020 10:47;;;23;251,92;357;;3910,19;442
Villavieja del Lozoya;;;15/12/2020 10:47;;;;0;12;;4743,08;1821
Prádena del Rincón;;;15/12/2020 10:47;;;;854,7;;;1709,4;1179
La Cabrera;;;15/12/2020 10:47;;;;0;131;;4911,89;301
Sevilla la Nueva;;;15/12/2020 10:47;;;22;236,1;457;;4904,49;1415
Redueña;;;15/12/2020 10:47;;;;0;6;;2307,69;1219
Robledillo de la Jara;;;15/12/2020 10:47;;;;0;9;;11250;1245
La Serna del Monte;;;15/12/2020 10:47;;;;1234,57;6;;7407,41;1381
Colmenar de Oreja;;;15/12/2020 10:47;;;9;112,05;427;;5316,24;437
