municipio_distrito;latitude;longitude;fecha_informe;casos_confirmados_activos_ultimos_14dias;tasa_incidencia_acumulada_activos_ultimos_14dias;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;poblacion_distrito;tasa_incidencia_acumulada_total;codigo_geometria
Rozas de Puerto Real;;;15/12/2020 10:47;;;;0;21;;3962,26;1283
Valdemanco;;;15/12/2020 10:47;;;;0;21;;2297,59;1586
Brunete;;;15/12/2020 10:47;;;19;176,97;426;;3967,96;262
Titulcia;;;15/12/2020 10:47;;;;0;39;;2970,3;1473
Villa del Prado;;;15/12/2020 10:47;;;5;76,69;536;;8220,86;1718
Lozoyuela-Navas-Sieteiglesias;;;15/12/2020 10:47;;;;230,95;51;;3926,1;9015
Quijorna;;;15/12/2020 10:47;;;5;145,39;157;;4565,28;1198
Valdemoro;;;15/12/2020 10:47;;;122;160,56;3115;;4099,6;1610
Tres Cantos;;;15/12/2020 10:47;;;62;129,92;1677;;3514,1;9036
Torrelaguna;;;15/12/2020 10:47;;;9;189,08;283;;5945,38;1512
Rivas-Vaciamadrid;;;15/12/2020 10:47;;;156;176,97;3822;;4335,79;1230
El Atazar;;;15/12/2020 10:47;;;;0;;;1123,6;164
Pedrezuela;;;15/12/2020 10:47;;;5;84,86;237;;4022,4;1087
Santa María de la Alameda;;;15/12/2020 10:47;;;;239,23;37;;2950,56;1356
Horcajuelo de la Sierra;;;15/12/2020 10:47;;;;0;;;1162,79;719
Arroyomolinos;;;15/12/2020 10:47;;;83;264,36;1111;;3538,67;151
Moralzarzal;;;15/12/2020 10:47;;;32;245,66;627;;4813,45;908
Canencia;;;15/12/2020 10:47;;;;0;26;;5816,55;344
Villarejo de Salvanés;;;15/12/2020 10:47;;;7;95,43;406;;5535,11;1809
Serranillos del Valle;;;15/12/2020 10:47;;;9;216,09;196;;4705,88;1408
Villaviciosa de Odón;;;15/12/2020 10:47;;;56;201,19;1061;;3811,75;1816
Camarma de Esteruelas;;;15/12/2020 10:47;;;16;218,1;208;;2835,33;323
Robledo de Chavela;;;15/12/2020 10:47;;;;70,26;142;;3325,53;1258
Patones;;;15/12/2020 10:47;;;;0;28;;5175,6;1071
Navalagamella;;;15/12/2020 10:47;;;;76,63;120;;4597,7;954
Rascafría;;;15/12/2020 10:47;;;;60,1;56;;3365,38;1202
El Boalo;;;15/12/2020 10:47;;;;13,32;371;;4941,4;231
Majadahonda;;;15/12/2020 10:47;;;173;240,86;3974;;5532,82;800
Batres;;;15/12/2020 10:47;;;6;356,29;49;;2909,74;170
Alcobendas;;;15/12/2020 10:47;;;306;261,45;7355;;6284,18;66
Alcalá de Henares;;;15/12/2020 10:47;;;220;112,45;8249;;4216,22;53
Colmenar Viejo;;;15/12/2020 10:47;;;75;147,78;2687;;5294,37;455
San Fernando de Henares;;;15/12/2020 10:47;;;66;167,38;1963;;4978,19;1300
Villalbilla;;;15/12/2020 10:47;;;33;237,79;448;;3228,13;1723
El Escorial;;;15/12/2020 10:47;;;19;117,56;611;;3780,47;549
Colmenar del Arroyo;;;15/12/2020 10:47;;;;0;106;;6144,93;421
Torrejón de Ardoz;;;15/12/2020 10:47;;;133;101,24;7072;;5383,02;1489
Piñuécar-Gandullas;;;15/12/2020 10:47;;;;0;5;;2702,7;1147
Brea de Tajo;;;15/12/2020 10:47;;;;0;47;;8969,47;259
El Molar;;;15/12/2020 10:47;;;5;55,94;381;;4262,7;869
Belmonte de Tajo;;;15/12/2020 10:47;;;;0;43;;2584,13;199
Torres de la Alameda;;;15/12/2020 10:47;;;12;154,26;336;;4319,32;1548
Somosierra;;;15/12/2020 10:47;;;;0;;;4651,16;1436
Alpedrete;;;15/12/2020 10:47;;;29;198,97;726;;4981,13;105
Orusco de Tajuña;;;15/12/2020 10:47;;;;0;72;;5787,78;1028
La Hiruela;;;15/12/2020 10:47;;;;0;;;3508,77;698
Cervera de Buitrago;;;15/12/2020 10:47;;;;0;10;;6666,67;395
Getafe;;;15/12/2020 10:47;;;413;225,22;9218;;5026,88;650
Ribatejada;;;15/12/2020 10:47;;;;127,71;21;;2681,99;1224
Villaconejos;;;15/12/2020 10:47;;;7;206,61;201;;5932,7;1701
Valdetorres de Jarama;;;15/12/2020 10:47;;;8;177,9;145;;3224,37;1646
Puebla de la Sierra;;;15/12/2020 10:47;;;;0;;;0;
La Acebeda;;;15/12/2020 10:47;;;;0;;;0;
Pozuelo de Alarcón;;;15/12/2020 10:47;;;177;204,81;3963;;4585,64;1150
Madrid-Retiro;;;09/12/2020 7:22;;;208;174,33;5998;;5026,95;79603
Madrid-Salamanca;;;09/12/2020 7:22;;;275;188,22;7480;;5119,64;79604
Madrid-Centro;;;09/12/2020 7:22;;;300;222,47;7349;;5449,84;79601
Madrid-Arganzuela;;;09/12/2020 7:22;;;301;195,7;7930;;5155,95;79602
Madrid-Chamartín;;;09/12/2020 7:22;;;307;210,49;7128;;4887,25;79605
Madrid-Tetuán;;;09/12/2020 7:22;;;259;163,9;8805;;5571,97;79606
Madrid-Chamberí;;;09/12/2020 7:22;;;385;276,23;7377;;5292,76;79607
Madrid-Fuencarral-El Pardo;;;09/12/2020 7:22;;;513;208,59;11479;;4667,42;79608
Madrid-Moncloa-Aravaca;;;09/12/2020 7:22;;;301;252,05;6535;;5472,33;79609
Madrid-Latina;;;09/12/2020 7:22;;;382;160,36;13532;;5680,51;79610
Madrid-Carabanchel;;;09/12/2020 7:22;;;420;165,94;16780;;6629,82;79611
Madrid-Usera;;;09/12/2020 7:22;;;278;198,94;10004;;7158,96;79612
Madrid-Puente de Vallecas;;;09/12/2020 7:22;;;449;191,18;19744;;8406,82;79613
Madrid-San Blas - Canillejas;;;09/12/2020 7:22;;;240;151,76;8290;;5242,12;79620
Madrid-Barajas;;;09/12/2020 7:22;;;80;163,45;2150;;4392,69;79621
Madrid-Moratalaz;;;09/12/2020 7:22;;;164;173,42;5591;;5912,02;79614
Madrid-Ciudad Lineal;;;09/12/2020 7:22;;;409;189,1;12532;;5794,23;79615
Madrid-Hortaleza;;;09/12/2020 7:22;;;396;210,43;8565;;4551,32;79616
Madrid-Villaverde;;;09/12/2020 7:22;;;279;187,32;10467;;7027,38;79617
Madrid-Villa de Vallecas;;;09/12/2020 7:22;;;178;161,28;6453;;5846,96;79618
Madrid-Vicálvaro;;;09/12/2020 7:22;;;113;156,75;4069;;5644,26;79619
Alcorcón;;;09/12/2020 7:22;;;311;182,39;8215;;4817,79;72
Navalcarnero;;;09/12/2020 7:22;;;48;163,83;1122;;3829,61;967
San Agustín del Guadalix;;;09/12/2020 7:22;;;21;156,96;662;;4948,05;1296
Las Rozas de Madrid;;;09/12/2020 7:22;;;232;242,14;3798;;3963,93;1277
Moraleja de Enmedio;;;09/12/2020 7:22;;;13;253,12;317;;6172,12;894
Valdaracete;;;09/12/2020 7:22;;;;164,2;47;;7717,57;1551
Pozuelo del Rey;;;09/12/2020 7:22;;;;348,74;26;;2266,78;1163
Perales de Tajuña;;;09/12/2020 7:22;;;;68,14;158;;5383,3;1104
Valdemorillo;;;09/12/2020 7:22;;;24;191,72;431;;3443,04;1603
Navalafuente;;;09/12/2020 7:22;;;;69,01;55;;3795,72;941
Velilla de San Antonio;;;09/12/2020 7:22;;;43;351,42;570;;4658,39;1678
Villanueva de la Cañada;;;09/12/2020 7:22;;;35;163,21;849;;3958,96;1760
Villanueva del Pardillo;;;09/12/2020 7:22;;;44;256,11;668;;3888,24;1776
Nuevo Baztán;;;09/12/2020 7:22;;;16;254,94;250;;3983,43;1006
Villamantilla;;;09/12/2020 7:22;;;5;346,98;64;;4441,36;1757
Villamanta;;;09/12/2020 7:22;;;5;195,69;109;;4266,14;1744
Cabanillas de la Sierra;;;09/12/2020 7:22;;;;0;45;;5952,38;297
Cenicientos;;;09/12/2020 7:22;;;;49,19;101;;4968,03;376
Puentes Viejas;;;09/12/2020 7:22;;;;0;22;;3240,06;9020
Aranjuez;;;09/12/2020 7:22;;;96;161,05;2800;;4697,43;133
Cercedilla;;;09/12/2020 7:22;;;13;185,03;373;;5308,85;382
Santorcaz;;;09/12/2020 7:22;;;;112,87;39;;4401,81;1369
Coslada;;;09/12/2020 7:22;;;166;203,28;4389;;5374,66;493
Morata de Tajuña;;;09/12/2020 7:22;;;6;78,09;486;;6325,65;915
Robregordo;;;09/12/2020 7:22;;;;0;;;1724,14;1261
Navarredonda y San Mamés;;;09/12/2020 7:22;;;;0;7;;5426,36;973
Venturada;;;09/12/2020 7:22;;;;184,93;101;;4669,44;1697
Navacerrada;;;09/12/2020 7:22;;;;33,65;116;;3903,1;936
Montejo de la Sierra;;;09/12/2020 7:22;;;;0;17;;4815,86;881
Fresno de Torote;;;09/12/2020 7:22;;;;180,1;63;;2836,56;571
Pinilla del Valle;;;09/12/2020 7:22;;;;0;;;523,56;1126
Valdemaqueda;;;09/12/2020 7:22;;;;384,12;28;;3585,15;1599
Navas del Rey;;;09/12/2020 7:22;;;6;205,62;147;;5037,7;992
Olmeda de las Fuentes;;;09/12/2020 7:22;;;;287,36;11;;3160,92;1013
Bustarviejo;;;09/12/2020 7:22;;;;0;41;;1638,03;284
Becerril de la Sierra;;;09/12/2020 7:22;;;6;105,01;199;;3482,67;186
Fuenlabrada;;;09/12/2020 7:22;;;411;212,18;11248;;5806,92;587
Garganta de los Montes;;;09/12/2020 7:22;;;;1152,74;12;;3458,21;626
Pinto;;;09/12/2020 7:22;;;76;144,69;2229;;4243,61;1132
Alameda del Valle;;;09/12/2020 7:22;;;;0;;;1000;35
Berzosa del Lozoya;;;09/12/2020 7:22;;;;0;51;;24878,05;203
Los Santos de la Humosa;;;09/12/2020 7:22;;;;154,44;83;;3204,63;1375
El Álamo;;;09/12/2020 7:22;;;14;147,84;422;;4456,18;40
Pelayos de la Presa;;;09/12/2020 7:22;;;5;192,6;134;;5161,79;1090
Galapagar;;;09/12/2020 7:22;;;72;213,38;1789;;5302;611
Griñón;;;09/12/2020 7:22;;;15;145,36;606;;5872,66;663
Gargantilla del Lozoya y Pinilla de Buitrago;;;09/12/2020 7:22;;;;632,91;24;;7594,94;632
Aldea del Fresno;;;09/12/2020 7:22;;;;70,47;150;;5285,41;88
Carabaña;;;09/12/2020 7:22;;;;199;112;;5572,14;357
Talamanca de Jarama;;;09/12/2020 7:22;;;;77,78;188;;4874,25;1454
Chapinería;;;09/12/2020 7:22;;;;42,96;65;;2792,1;513
Ciempozuelos;;;09/12/2020 7:22;;;60;243,98;1269;;5160,21;409
Ajalvir;;;09/12/2020 7:22;;;;0;129;;2737,69;29
San Lorenzo de El Escorial;;;09/12/2020 7:22;;;17;92,55;698;;3799,88;1317
Gascones;;;09/12/2020 7:22;;;;0;;;1036,27;647
San Martín de la Vega;;;09/12/2020 7:22;;;29;151,28;872;;4548,77;1322
Móstoles;;;09/12/2020 7:22;;;548;261,97;10548;;5042,45;920
Leganés;;;09/12/2020 7:22;;;330;173,81;9993;;5263,32;745
Braojos;;;09/12/2020 7:22;;;;0;14;;6829,27;246
Cubas de la Sagra;;;09/12/2020 7:22;;;40;623,73;385;;6003,43;506
Algete;;;09/12/2020 7:22;;;54;262;1044;;5065,26;91
Mejorada del Campo;;;09/12/2020 7:22;;;65;279,28;1140;;4898,17;843
Loeches;;;09/12/2020 7:22;;;36;409,51;394;;4481,86;758
Parla;;;09/12/2020 7:22;;;240;184,44;8376;;6436,94;1065
Fuentidueña de Tajo;;;09/12/2020 7:22;;;;0;122;;5942,52;604
Ambite;;;09/12/2020 7:22;;;;0;33;;5574,32;112
Torremocha de Jarama;;;09/12/2020 7:22;;;;294,41;39;;3827,28;1533
Anchuelo;;;09/12/2020 7:22;;;;0;36;;2832,42;127
Los Molinos;;;09/12/2020 7:22;;;6;136,71;254;;5787,2;875
Soto del Real;;;09/12/2020 7:22;;;13;147,74;257;;2920,79;1441
Valverde de Alcalá;;;09/12/2020 7:22;;;;0;18;;3870,97;1662
Fuente el Saz de Jarama;;;09/12/2020 7:22;;;19;283,75;374;;5585,42;590
Horcajo de la Sierra-Aoslos;;;09/12/2020 7:22;;;;0;6;;4137,93;702
Valdeolmos-Alalpardo;;;09/12/2020 7:22;;;10;241,78;166;;4013,54;1625
Campo Real;;;09/12/2020 7:22;;;42;676,33;370;;5958,13;339
Valdeavero;;;09/12/2020 7:22;;;;0;33;;2123,55;1564
Villamanrique de Tajo;;;09/12/2020 7:22;;;;0;25;;3556,19;1739
Cobeña;;;09/12/2020 7:22;;;10;134,63;347;;4671,51;416
Fresnedillas de la Oliva;;;09/12/2020 7:22;;;;0;45;;2862,6;565
Valdilecha;;;09/12/2020 7:22;;;;34,09;184;;6273,44;1659
El Berrueco;;;09/12/2020 7:22;;;;131,58;56;;7368,42;210
Pezuela de las Torres;;;09/12/2020 7:22;;;;118,76;24;;2850,36;1111
Villar del Olmo;;;09/12/2020 7:22;;;;198,91;66;;3281,95;1795
Guadarrama;;;09/12/2020 7:22;;;18;112,28;886;;5526,45;685
San Martín de Valdeiglesias;;;09/12/2020 7:22;;;15;177,33;488;;5769;1338
Torrelodones;;;09/12/2020 7:22;;;70;295,15;1044;;4401,91;1527
Boadilla del Monte;;;09/12/2020 7:22;;;127;232,73;1901;;3483,6;225
Torrejón de Velasco;;;09/12/2020 7:22;;;9;205,39;215;;4906,44;1505
Villanueva de Perales;;;09/12/2020 7:22;;;;0;30;;1919,39;1782
Tielmes;;;09/12/2020 7:22;;;;37,74;187;;7056,6;1467
San Sebastián de los Reyes;;;09/12/2020 7:22;;;190;212,82;4692;;5255,61;1343
Guadalix de la Sierra;;;09/12/2020 7:22;;;10;160,93;267;;4296,75;679
Humanes de Madrid;;;09/12/2020 7:22;;;30;151,95;1209;;6123,69;730
Chinchón;;;09/12/2020 7:22;;;9;168,82;240;;4501,97;528
Cadalso de los Vidrios;;;09/12/2020 7:22;;;8;263,24;94;;3093,12;318
Hoyo de Manzanares;;;09/12/2020 7:22;;;16;189,71;311;;3687,46;724
Torrejón de la Calzada;;;09/12/2020 7:22;;;49;552,3;485;;5466,64;1492
Estremera;;;09/12/2020 7:22;;;;0;48;;3809,52;552
Corpa;;;09/12/2020 7:22;;;;0;18;;2524,54;480
Meco;;;09/12/2020 7:22;;;11;76,9;455;;3180,71;838
Madarcos;;;09/12/2020 7:22;;;;0;;;8333,33;783
Zarzalejo;;;09/12/2020 7:22;;;;0;77;;4644,15;1837
Arganda del Rey;;;09/12/2020 7:22;;;130;234,7;2775;;5010,02;148
Collado Mediano;;;09/12/2020 7:22;;;16;229,95;248;;3564,24;468
Daganzo de Arriba;;;09/12/2020 7:22;;;20;195,98;343;;3361,1;534
Manzanares El Real;;;09/12/2020 7:22;;;10;113,12;355;;4015,84;822
Buitrago del Lozoya;;;09/12/2020 7:22;;;10;530,79;96;;5095,54;278
Valdelaguna;;;09/12/2020 7:22;;;6;640,34;42;;4482,39;1570
Valdepiélagos;;;09/12/2020 7:22;;;;0;26;;4452,05;1631
Casarrubuelos;;;09/12/2020 7:22;;;10;264,69;185;;4896,77;360
Miraflores de la Sierra;;;09/12/2020 7:22;;;10;163,72;207;;3389;856
Paracuellos de Jarama;;;09/12/2020 7:22;;;35;138,51;902;;3569,59;1049
El Vellón;;;09/12/2020 7:22;;;;0;97;;4954,03;1684
Lozoya;;;09/12/2020 7:22;;;;0;16;;2753,87;761
Collado Villalba;;;09/12/2020 7:22;;;155;243,41;3580;;5621,95;474
Colmenarejo;;;09/12/2020 7:22;;;28;306,68;344;;3767,8;442
Villavieja del Lozoya;;;09/12/2020 7:22;;;;0;12;;4743,08;1821
Prádena del Rincón;;;09/12/2020 7:22;;;;854,7;;;1709,4;1179
La Cabrera;;;09/12/2020 7:22;;;;37,5;129;;4836,9;301
Sevilla la Nueva;;;09/12/2020 7:22;;;33;354,15;439;;4711,31;1415
Redueña;;;09/12/2020 7:22;;;;0;6;;2307,69;1219
Robledillo de la Jara;;;09/12/2020 7:22;;;;0;9;;11250;1245
La Serna del Monte;;;09/12/2020 7:22;;;;0;5;;6172,84;1381
Colmenar de Oreja;;;09/12/2020 7:22;;;13;161,85;422;;5253,98;437
Rozas de Puerto Real;;;09/12/2020 7:22;;;;0;21;;3962,26;1283
Valdemanco;;;09/12/2020 7:22;;;;0;21;;2297,59;1586
Brunete;;;09/12/2020 7:22;;;26;242,18;412;;3837,56;262
Titulcia;;;09/12/2020 7:22;;;;0;39;;2970,3;1473
Villa del Prado;;;09/12/2020 7:22;;;6;92,02;520;;7975,46;1718
Lozoyuela-Navas-Sieteiglesias;;;09/12/2020 7:22;;;;307,93;50;;3849,11;9015
Quijorna;;;09/12/2020 7:22;;;15;436,17;156;;4536,2;1198
Valdemoro;;;09/12/2020 7:22;;;122;160,56;2974;;3914,03;1610
Tres Cantos;;;09/12/2020 7:22;;;76;159,26;1643;;3442,86;9036
Torrelaguna;;;09/12/2020 7:22;;;6;126,05;273;;5735,29;1512
Rivas-Vaciamadrid;;;09/12/2020 7:22;;;145;164,49;3703;;4200,79;1230
El Atazar;;;09/12/2020 7:22;;;;0;;;1123,6;164
Pedrezuela;;;09/12/2020 7:22;;;5;84,86;233;;3954,51;1087
Santa María de la Alameda;;;09/12/2020 7:22;;;;159,49;36;;2870,81;1356
Horcajuelo de la Sierra;;;09/12/2020 7:22;;;;0;;;1162,79;719
Arroyomolinos;;;09/12/2020 7:22;;;56;178,37;1054;;3357,12;151
Moralzarzal;;;09/12/2020 7:22;;;47;360,82;610;;4682,94;908
Canencia;;;09/12/2020 7:22;;;;0;26;;5816,55;344
Villarejo de Salvanés;;;09/12/2020 7:22;;;8;109,07;402;;5480,57;1809
Serranillos del Valle;;;09/12/2020 7:22;;;8;192,08;189;;4537,82;1408
Villaviciosa de Odón;;;09/12/2020 7:22;;;51;183,22;1014;;3642,9;1816
Camarma de Esteruelas;;;09/12/2020 7:22;;;14;190,84;203;;2767,18;323
Robledo de Chavela;;;09/12/2020 7:22;;;;70,26;141;;3302,11;1258
Patones;;;09/12/2020 7:22;;;;0;28;;5175,6;1071
Navalagamella;;;09/12/2020 7:22;;;;0;117;;4482,76;954
Rascafría;;;09/12/2020 7:22;;;;0;55;;3305,29;1202
El Boalo;;;09/12/2020 7:22;;;18;239,74;370;;4928,08;231
Majadahonda;;;09/12/2020 7:22;;;170;236,68;3893;;5420,04;800
Batres;;;09/12/2020 7:22;;;;59,38;44;;2612,83;170
Alcobendas;;;09/12/2020 7:22;;;301;257,18;7181;;6135,51;66
Alcalá de Henares;;;09/12/2020 7:22;;;238;121,65;8123;;4151,82;53
Colmenar Viejo;;;09/12/2020 7:22;;;110;216,74;2636;;5193,88;455
San Fernando de Henares;;;09/12/2020 7:22;;;48;121,73;1911;;4846,32;1300
Villalbilla;;;09/12/2020 7:22;;;29;208,96;430;;3098,43;1723
El Escorial;;;09/12/2020 7:22;;;15;92,81;602;;3724,79;549
Colmenar del Arroyo;;;09/12/2020 7:22;;;;57,97;105;;6086,96;421
Torrejón de Ardoz;;;09/12/2020 7:22;;;135;102,76;6977;;5310,71;1489
Piñuécar-Gandullas;;;09/12/2020 7:22;;;;0;5;;2702,7;1147
Brea de Tajo;;;09/12/2020 7:22;;;;0;48;;9160,31;259
El Molar;;;09/12/2020 7:22;;;5;55,94;379;;4240,32;869
Belmonte de Tajo;;;09/12/2020 7:22;;;;0;43;;2584,13;199
Torres de la Alameda;;;09/12/2020 7:22;;;9;115,7;328;;4216,48;1548
Somosierra;;;09/12/2020 7:22;;;;0;;;4651,16;1436
Alpedrete;;;09/12/2020 7:22;;;38;260,72;707;;4850,77;105
Orusco de Tajuña;;;09/12/2020 7:22;;;;0;71;;5707,4;1028
La Hiruela;;;09/12/2020 7:22;;;;0;;;3508,77;698
Cervera de Buitrago;;;09/12/2020 7:22;;;;0;10;;6666,67;395
Getafe;;;09/12/2020 7:22;;;329;179,41;8965;;4888,92;650
Ribatejada;;;09/12/2020 7:22;;;;0;20;;2554,28;1224
Villaconejos;;;09/12/2020 7:22;;;;88,55;194;;5726,09;1701
Valdetorres de Jarama;;;09/12/2020 7:22;;;;22,24;137;;3046,48;1646
Puebla de la Sierra;;;09/12/2020 7:22;;;;0;;;0;
La Acebeda;;;09/12/2020 7:22;;;;0;;;0;
Pozuelo de Alarcón;;;09/12/2020 7:22;;;152;175,88;3842;;4445,63;1150
Madrid-Retiro;;;01/12/2020 10:20;;;232;194,44;5887;;4933,92;79603
Madrid-Salamanca;;;01/12/2020 10:20;;;330;225,87;7333;;5019,03;79604
Madrid-Centro;;;01/12/2020 10:20;;;295;218,76;7173;;5319,32;79601
Madrid-Arganzuela;;;01/12/2020 10:20;;;297;193,1;7717;;5017,46;79602
Madrid-Chamartín;;;01/12/2020 10:20;;;330;226,26;6960;;4772,06;79605
Madrid-Tetuán;;;01/12/2020 10:20;;;288;182,25;8648;;5472,62;79606
Madrid-Chamberí;;;01/12/2020 10:20;;;396;284,12;7138;;5121,29;79607
Madrid-Fuencarral-El Pardo;;;01/12/2020 10:20;;;557;226,48;11192;;4550,72;79608
Madrid-Moncloa-Aravaca;;;01/12/2020 10:20;;;323;270,48;6279;;5257,96;79609
Madrid-Latina;;;01/12/2020 10:20;;;420;176,31;13312;;5588,16;79610
Madrid-Carabanchel;;;01/12/2020 10:20;;;418;165,15;16531;;6531,44;79611
Madrid-Usera;;;01/12/2020 10:20;;;292;208,96;9849;;7048,04;79612
Madrid-Puente de Vallecas;;;01/12/2020 10:20;;;517;220,13;19497;;8301,65;79613
Madrid-San Blas - Canillejas;;;01/12/2020 10:20;;;323;204,25;8174;;5168,77;79620
Madrid-Barajas;;;01/12/2020 10:20;;;112;228,83;2115;;4321,18;79621
Madrid-Moratalaz;;;01/12/2020 10:20;;;178;188,22;5490;;5805,22;79614
Madrid-Ciudad Lineal;;;01/12/2020 10:20;;;460;212,68;12340;;5705,46;79615
Madrid-Hortaleza;;;01/12/2020 10:20;;;437;232,22;8334;;4428,57;79616
Madrid-Villaverde;;;01/12/2020 10:20;;;339;227,6;10324;;6931,37;79617
Madrid-Villa de Vallecas;;;01/12/2020 10:20;;;189;171,25;6345;;5749,11;79618
Madrid-Vicálvaro;;;01/12/2020 10:20;;;138;191,42;4001;;5549,93;79619
Alcorcón;;;01/12/2020 10:20;;;312;182,98;8031;;4709,88;72
Navalcarnero;;;01/12/2020 10:20;;;75;255,99;1078;;3679,43;967
San Agustín del Guadalix;;;01/12/2020 10:20;;;15;112,12;647;;4835,94;1296
Las Rozas de Madrid;;;01/12/2020 10:20;;;213;222,31;3662;;3821,99;1277
Moraleja de Enmedio;;;01/12/2020 10:20;;;16;311,53;310;;6035,83;894
Valdaracete;;;01/12/2020 10:20;;;;0;46;;7553,37;1551
Pozuelo del Rey;;;01/12/2020 10:20;;;;174,37;24;;2092,41;1163
Perales de Tajuña;;;01/12/2020 10:20;;;;34,07;155;;5281,09;1104
Valdemorillo;;;01/12/2020 10:20;;;24;191,72;422;;3371,15;1603
Navalafuente;;;01/12/2020 10:20;;;;69,01;54;;3726,71;941
Velilla de San Antonio;;;01/12/2020 10:20;;;32;261,52;538;;4396,86;1678
Villanueva de la Cañada;;;01/12/2020 10:20;;;58;270,46;836;;3898,34;1760
Villanueva del Pardillo;;;01/12/2020 10:20;;;68;395,81;655;;3812,57;1776
Nuevo Baztán;;;01/12/2020 10:20;;;13;207,14;243;;3871,89;1006
Villamantilla;;;01/12/2020 10:20;;;;138,79;56;;3886,19;1757
Villamanta;;;01/12/2020 10:20;;;9;352,25;105;;4109,59;1744
Cabanillas de la Sierra;;;01/12/2020 10:20;;;;0;45;;5952,38;297
Cenicientos;;;01/12/2020 10:20;;;;98,38;97;;4771,27;376
Puentes Viejas;;;01/12/2020 10:20;;;;147,28;22;;3240,06;9020
Aranjuez;;;01/12/2020 10:20;;;100;167,77;2744;;4603,49;133
Cercedilla;;;01/12/2020 10:20;;;8;113,86;359;;5109,59;382
Santorcaz;;;01/12/2020 10:20;;;;0;38;;4288,94;1369
Coslada;;;01/12/2020 10:20;;;169;206,95;4301;;5266,9;493
Morata de Tajuña;;;01/12/2020 10:20;;;7;91,11;483;;6286,61;915
Robregordo;;;01/12/2020 10:20;;;;0;;;1724,14;1261
Navarredonda y San Mamés;;;01/12/2020 10:20;;;;0;7;;5426,36;973
Venturada;;;01/12/2020 10:20;;;9;416,09;101;;4669,44;1697
Navacerrada;;;01/12/2020 10:20;;;5;168,24;112;;3768,51;936
Montejo de la Sierra;;;01/12/2020 10:20;;;;0;18;;5099,15;881
Fresno de Torote;;;01/12/2020 10:20;;;;135,07;62;;2791,54;571
Pinilla del Valle;;;01/12/2020 10:20;;;;0;;;523,56;1126
Valdemaqueda;;;01/12/2020 10:20;;;;256,08;24;;3072,98;1599
Navas del Rey;;;01/12/2020 10:20;;;5;171,35;143;;4900,62;992
Olmeda de las Fuentes;;;01/12/2020 10:20;;;;0;10;;2873,56;1013
Bustarviejo;;;01/12/2020 10:20;;;;39,95;40;;1598,08;284
Becerril de la Sierra;;;01/12/2020 10:20;;;;52,5;192;;3360,17;186
Fuenlabrada;;;01/12/2020 10:20;;;463;239,03;11030;;5694,37;587
Garganta de los Montes;;;01/12/2020 10:20;;;;1152,74;12;;3458,21;626
Pinto;;;01/12/2020 10:20;;;112;213,23;2171;;4133,19;1132
Alameda del Valle;;;01/12/2020 10:20;;;;0;;;1000;35
Berzosa del Lozoya;;;01/12/2020 10:20;;;;1951,22;51;;24878,05;203
Los Santos de la Humosa;;;01/12/2020 10:20;;;;115,83;81;;3127,41;1375
El Álamo;;;01/12/2020 10:20;;;20;211,19;410;;4329,46;40
Pelayos de la Presa;;;01/12/2020 10:20;;;;154,08;131;;5046,22;1090
Galapagar;;;01/12/2020 10:20;;;93;275,62;1753;;5195,31;611
Griñón;;;01/12/2020 10:20;;;19;184,13;594;;5756,37;663
Gargantilla del Lozoya y Pinilla de Buitrago;;;01/12/2020 10:20;;;7;2215,19;22;;6962,03;632
Aldea del Fresno;;;01/12/2020 10:20;;;;140,94;147;;5179,7;88
Carabaña;;;01/12/2020 10:20;;;;99,5;110;;5472,64;357
Talamanca de Jarama;;;01/12/2020 10:20;;;6;155,56;188;;4874,25;1454
Chapinería;;;01/12/2020 10:20;;;;0;62;;2663,23;513
Ciempozuelos;;;01/12/2020 10:20;;;96;390,37;1211;;4924,37;409
Ajalvir;;;01/12/2020 10:20;;;;84,89;129;;2737,69;29
San Lorenzo de El Escorial;;;01/12/2020 10:20;;;21;114,32;683;;3718,22;1317
Gascones;;;01/12/2020 10:20;;;;0;;;1036,27;647
San Martín de la Vega;;;01/12/2020 10:20;;;35;182,58;829;;4324,47;1322
Móstoles;;;01/12/2020 10:20;;;564;269,62;10174;;4863,66;920
Leganés;;;01/12/2020 10:20;;;344;181,19;9807;;5165,36;745
Braojos;;;01/12/2020 10:20;;;;0;14;;6829,27;246
Cubas de la Sagra;;;01/12/2020 10:20;;;52;810,85;364;;5675,97;506
Algete;;;01/12/2020 10:20;;;46;223,18;1012;;4910;91
Mejorada del Campo;;;01/12/2020 10:20;;;60;257,8;1100;;4726,3;843
Loeches;;;01/12/2020 10:20;;;25;284,38;373;;4242,98;758
Parla;;;01/12/2020 10:20;;;248;190,59;8224;;6320,13;1065
Fuentidueña de Tajo;;;01/12/2020 10:20;;;;48,71;122;;5942,52;604
Ambite;;;01/12/2020 10:20;;;;0;33;;5574,32;112
Torremocha de Jarama;;;01/12/2020 10:20;;;;196,27;38;;3729,15;1533
Anchuelo;;;01/12/2020 10:20;;;;157,36;36;;2832,42;127
Los Molinos;;;01/12/2020 10:20;;;;68,35;242;;5513,78;875
Soto del Real;;;01/12/2020 10:20;;;11;125,01;248;;2818,5;1441
Valverde de Alcalá;;;01/12/2020 10:20;;;;0;18;;3870,97;1662
